title,artist,chart_entry_date,peak_rank,top10,stream_window,window_length,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness
METALLICA,Yung Beef,2021-09-08,97,0,"[40101, 42373, 44230, 41818, 41593, 46343, 44020, 42966, 42932, 45641, 45569, 42272, 44847, 46575, 47178, 48145, 50305, 48377, 44944, 29347, 47427]",21,0.586,0.816,0.58,174.053,0.0992,0.00539,0.355,-4.492,0.122
MIA,Bad Bunny,2017-06-08,116,0,"[1081, 1357, 1292, 1075, 1080, 1051, 1124, 1072, 1169, 1114]",10,0.816,0.538,0.156,97.054,0.0142,0.000496,0.099,-6.354,0.0617
MIA (feat. Drake),Bad Bunny,2018-10-11,1,1,"[55181, 5284, 987428, 64097, 9246, 132971, 5035, 10522, 11760, 251121, 1429, 6512, 8329, 41260, 1221, 13424, 4646, 8225, 119552, 34267, 145050]",21,0.817,0.539,0.158,97.062,0.0141,0.000496,0.099,-6.349,0.0621
MIC Drop,BTS,2017-09-18,5,1,"[17603, 1789, 223287, 10756, 8344, 7834, 16560, 3706, 11075, 48110, 7892, 1144, 19618, 1053, 7347, 51458, 4844, 5347, 20012, 2235, 1251]",21,0.667,0.889,0.541,169.961,0.00912,0.0,0.0816,-4.851,0.0917
MIDDLE OF THE NIGHT,Elley Duhé,2021-10-25,3,1,"[16910, 19312, 4125, 25631, 5020, 29118, 5737, 30471, 6329, 29815, 6354, 30537, 6832, 33439, 7467, 7252, 33300, 34981, 7170, 33022, 7610]",21,0.41,0.611,0.0899,185.727,0.0228,0.0,0.116,-8.271,0.0467
MIROH,Stray Kids,2019-03-25,59,0,"[27301, 6267, 7166, 3627, 40523, 10587, 12051, 5858, 37122, 10277, 11490, 5152, 10640, 5186, 32515, 8904, 32528, 9986, 11157, 5791, 1564]",21,0.564,0.979,0.505,126.059,0.0091,0.0,0.249,-3.102,0.104
MMM,Naza,2017-07-15,53,0,"[18274, 18215, 19626, 19274, 18710, 19399, 22797, 20841, 17539, 19599, 19368, 18848, 18629, 20388, 23077, 19797, 22647, 22173, 21793, 21784, 23157]",21,0.669,0.774,0.685,194.959,0.557,0.000351,0.0761,-6.675,0.292
MONEY,LISA,2021-09-10,1,1,"[3811, 3266, 6297, 37458, 5439, 3582, 41322, 12623, 30994, 7540, 16266, 223763, 71940, 4037, 5660, 76071, 2784, 3217, 320514, 61517, 174997]",21,0.826,0.553,0.4,140.037,0.163,4.12e-05,0.135,-10.121,0.234
MONEY LONG,kizaru,2020-07-15,25,0,"[10663, 1812, 15613, 2871, 18267, 3581, 17643, 3522, 3754, 17672, 19005, 3975, 21571, 4126, 22666, 4529, 4375, 21635, 4182, 19900, 18012]",21,0.744,0.554,0.371,95.02,0.37,0.0,0.1,-4.136,0.0374
Money long,kizaru,2020-07-16,72,0,"[8121, 9562, 1788, 9358, 1789, 9566, 1880, 2139, 10691, 11037, 2186, 11947, 2462, 11484, 2553, 2221, 10665, 2119, 9637, 9854, 2163]",21,0.744,0.554,0.371,95.02,0.37,0.0,0.1,-4.136,0.0374
MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,1,1,"[54709, 47840, 10034, 41893, 1821, 30652, 21295, 8409, 20070, 4439, 9586, 8241, 69451, 49553, 17142, 8728, 4421, 4574, 216917, 1236259, 2777]",21,0.593,0.503,0.71,178.781,0.293,0.0,0.405,-6.725,0.22
MORE & MORE,TWICE,2020-06-01,1,1,"[81977, 13615, 199704, 1541, 39355, 28967, 4240, 1992, 4148, 158605, 21125, 1260, 33450, 49492, 79457, 9880, 1116475, 24382, 34470, 11061, 202292]",21,0.739,0.841,0.562,106.99,0.0312,0.0,0.173,-4.162,0.06
"MPC, Part II (La rivière)",Luv Resval,2021-05-07,96,0,"[62557, 42058, 36614, 44960, 43857, 43629, 73062, 50255, 39910, 51193, 49232, 47735, 44250]",13,0.827,0.574,0.582,92.027,0.67,1.44e-06,0.312,-5.309,0.214
MUSALLAT,Hidra,2021-05-28,46,0,"[74309, 51697, 42651, 45173, 41757, 38708, 35377, 33105]",8,0.776,0.82,0.4,152.018,0.215,0.0,0.14,-2.733,0.0891
Mad Love,Mabel,2019-06-07,7,1,"[5532, 271566, 146908, 5431, 7751, 52741, 2117, 2082, 2861, 4433, 14009, 22078, 35161, 2491, 1228, 1653, 45827, 4383, 14902, 1355, 14062]",21,0.623,0.796,0.607,197.524,0.659,0.0,0.115,-2.981,0.199
Mad Mad World (feat. Sizzla Kalonji & Collie Buddz),Shaggy,2020-09-10,22,0,"[1610, 1741, 1797, 1697, 1797, 1842, 1792, 2649, 2359, 1909, 1797, 1930, 2543, 2640, 2574, 2827, 2485, 1973, 2211, 2198, 2204]",21,0.901,0.531,0.563,100.016,0.0768,0.0,0.101,-5.365,0.0853
Mad at Disney,salem ilese,2020-08-30,7,1,"[6216, 6982, 5207, 10460, 7708, 3068, 7723, 2782, 5515, 11808, 5774, 12365, 8315, 212938, 3030, 11819, 3682, 50568, 1204, 16037, 315539]",21,0.738,0.621,0.715,113.968,0.424,7.39e-06,0.692,-7.313,0.0486
Made For You,Jake Owen,2021-05-01,170,0,"[222883, 205183, 203369, 207850, 223081, 195901, 236635, 230005, 209748, 213293, 218947, 218621]",12,0.581,0.441,0.337,82.125,0.77,2.75e-05,0.111,-6.829,0.0268
Mafiosa (feat. Caroliina),Lartiste,2018-02-23,1,1,"[45763, 55051, 49695, 57977, 59965, 62494, 67565, 80831, 81886, 71404, 89959, 90883, 94575, 91774, 3586, 95045, 3828, 100199, 90074, 3073, 3790]",21,0.867,0.724,0.757,128.97,0.258,0.0,0.0527,-4.266,0.0978
Magenta Riddim,DJ Snake,2018-02-23,25,0,"[4734, 2129, 47286, 2641, 10527, 24999, 16465, 1051, 32489, 4798, 1563, 28728, 23180, 26584, 25078, 24788, 41760, 47777, 42200, 46402, 48312]",21,0.602,0.892,0.57,102.047,0.000393,0.813,0.304,-3.66,0.0672
Magic Shop,BTS,2018-05-18,4,1,"[22693, 23936, 5935, 1144, 1670, 71725, 15185, 4891, 2035, 16610, 13744, 12025, 15424, 320243, 1928, 14015, 1371, 13379, 12351, 1677, 27020]",21,0.531,0.661,0.278,149.934,0.103,0.0,0.0779,-5.836,0.0907
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,2021-07-12,136,0,"[38292, 39048, 39130, 40261, 40643, 39349, 43039, 43022, 43559, 42723, 42079, 42526, 44434, 44249, 44716, 44628, 41518, 43416, 43420, 45537, 47917]",21,0.329,0.45,0.284,80.095,0.594,0.0,0.13,-6.312,0.0405
Make A Wish (Birthday Song),NCT U,2020-10-12,10,1,"[82529, 10189, 8080, 30771, 4669, 6409, 47539, 13792, 10539, 6560, 15658, 130369, 3350, 33185, 3893, 128951, 15191, 13609, 51600, 5567, 47998]",21,0.732,0.795,0.693,100.954,0.0632,0.0,0.0569,-2.263,0.1
Make It Right,BTS,2019-04-12,2,1,"[63251, 2272, 2999, 49951, 113415, 34931, 9962, 2210, 15440, 3363, 5489, 34823, 42589, 11709, 27729, 8400, 34985, 2721, 2784, 42515, 28229]",21,0.639,0.706,0.259,105.782,0.0104,0.0,0.132,-7.874,0.448
Make It Right (feat. Lauv),BTS,2019-10-18,7,1,"[4718, 8770, 466716, 54376, 1605, 11271, 23114, 1664, 21051, 3129, 3042, 4441, 76091, 15333, 1197, 2037, 1335, 25067, 1981, 48717, 1091]",21,0.583,0.68,0.343,97.568,0.0304,0.0,0.189,-7.809,0.422
Make It To Christmas,Alessia Cara,2019-12-01,42,0,"[5667, 36735, 72145, 35292, 5260, 39393, 38773, 27654, 29743, 5942, 41428, 5510, 41250, 26999, 5821, 39042, 29306, 3207, 1026, 6585, 51833]",21,0.535,0.522,0.305,77.054,0.131,0.0,0.438,-7.87,0.0363
Make Me Feel,Janelle Monáe,2018-02-23,64,0,"[2985, 403368, 75929, 19946, 11336, 10601, 5662, 4074, 1015, 802089, 46558, 1912, 24075, 2077, 251305, 170240, 3928, 4700, 4793, 50260, 224072]",21,0.859,0.413,0.699,115.036,0.136,0.0,0.334,-7.399,0.18
Make Us Never Happen,SHY Martin,2019-11-08,77,0,"[40124, 24177, 17542, 20588, 20106, 19760, 19613, 18878, 19162, 19408, 19444, 22717, 22393]",13,0.61,0.489,0.331,105.016,0.308,0.0,0.165,-8.541,0.127
Make You Feel Good,Fetty Wap,2017-01-01,115,0,"[3658, 4176, 4358, 4743, 4918, 5018, 4861, 4331, 4789, 4870, 5092, 5261, 5502, 4751, 4384, 5080, 5070, 5223, 5325, 5718, 4693]",21,0.658,0.626,0.738,158.147,0.602,2.46e-06,0.682,-6.069,0.328
Make You Feel My Love,Adele,2017-01-01,25,0,"[2146, 2884, 2223, 2151, 3344, 27705, 2208, 3858, 3043, 2383, 4657, 3180, 4031, 4535, 2405, 2465, 4357, 3714, 2694, 3472, 2597]",21,0.317,0.172,0.0963,65.18,0.907,0.000383,0.105,-10.636,0.0326
Make You Mine,PUBLIC,2019-11-24,4,1,"[5770, 5731, 7188, 5406, 5940, 5800, 26698, 26729, 29548, 6197, 6283, 29307, 28519, 32894, 33014, 31133, 29324, 29506, 6597, 6525, 31027]",21,0.606,0.799,0.638,103.014,0.0128,0.0,0.15,-4.452,0.0261
Making A Fire,Foo Fighters,2021-02-05,33,0,"[6793, 256711, 131112, 7329, 35852, 5167, 7267, 37970, 1176, 21152, 8553, 920439, 71112, 13138, 1060, 45412, 11701, 3650, 7765, 5660, 17327]",21,0.506,0.946,0.651,91.111,2.21e-05,0.00226,0.0528,-4.173,0.0652
Mala Fama,Danna Paola,2019-03-29,27,0,"[92263, 84940, 71089, 89206, 97610, 121155, 128200, 128194, 115700, 94982, 112789, 119059, 125966, 124018, 123261, 117307, 96011, 107608, 110819, 113470, 105295]",21,0.763,0.578,0.818,175.959,0.2,5.12e-06,0.0595,-3.894,0.0852
Mala Mía,Maluma,2018-08-10,1,1,"[48648, 4168, 241490, 4821, 97239, 1306, 4599, 2378, 3184, 173623, 37175, 29821, 3093, 1972, 33191, 45042, 4772, 8520, 7946, 2544, 898063]",21,0.749,0.752,0.901,180.049,0.31,0.0,0.232,-4.883,0.345
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,2020-01-16,2,1,"[57630, 91550, 93341, 95012, 112680, 115071, 116860, 123163, 121102, 116276, 102776, 116418, 113983, 107473, 106395, 103694, 100455, 97562, 118717, 125435, 119289]",21,0.384,0.728,0.311,156.396,0.329,1.85e-05,0.329,-6.503,0.0623
Male Fantasy,Billie Eilish,2021-07-30,34,0,"[54498, 7802, 43161, 11178, 22017, 25017, 3935, 6157, 2624, 5460, 26294, 9454, 1496, 132109, 581572, 4138, 2331, 2269, 12676, 16743, 8210]",21,0.687,0.288,0.308,110.927,0.863,0.0,0.0986,-10.415,0.045
Malwa Block,Sidhu Moose Wala,2021-06-23,21,0,"[87965, 108550, 94830, 79840, 66866, 66639, 60111, 56554, 53308, 50565, 49100, 44509, 46522, 44621, 42119, 38632, 39951]",17,0.494,0.786,0.594,81.175,0.165,0.0,0.783,-4.289,0.284
Mama (feat. Ellie Goulding),Clean Bandit,2018-11-30,38,0,"[3892, 99380, 2855, 9930, 7696, 40410, 38562, 1003, 1224, 6331, 1117, 4178, 13007, 1549, 15091, 7537, 1195, 7132, 2315, 8321, 3028]",21,0.737,0.714,0.608,102.046,0.225,3.79e-06,0.267,-6.138,0.0367
Mama Africa,Bracket,2020-06-06,106,0,"[42943, 37586, 35228, 37422, 37038, 38575, 44926, 48440, 46315, 44500, 45745, 46493, 50959, 55166, 63948, 56980, 55313, 58109, 60081, 64473, 68631]",21,0.843,0.924,0.778,127.036,0.288,0.0,0.112,-2.91,0.285
Mamama,Néstor Ló y Los Caminantes,2021-02-07,75,0,"[3973, 3813, 4172, 4088, 3509, 4258, 4437, 4056, 3494, 3601, 3486, 4395, 3729, 3673, 4025, 6788, 4019, 3713, 3650, 4127, 4640]",21,0.746,0.513,0.563,110.118,0.466,1.07e-06,0.12,-9.896,0.0662
Mamasita,Kevin Roldan,2019-09-06,65,0,"[15326, 13214, 3783, 9902, 12881, 12604, 11731, 11473, 11911, 26301, 10151, 23146, 7872, 25851, 9583, 9671, 26101, 9066, 9420, 9790, 8887]",21,0.81,0.717,0.687,95.08,0.0182,0.00148,0.105,-3.92,0.132
Mambo No. 5 (A Little Bit of...),Lou Bega,2017-01-01,126,0,"[17143, 26994, 8714, 13145, 8589, 3318, 40397]",7,0.622,0.807,0.892,174.06,0.103,0.0,0.306,-6.752,0.408
Mambo No. 5 (a Little Bit of...),Lou Bega,2017-12-31,68,0,"[4690, 84228, 21951, 5279, 73947, 1902, 37035, 6844, 58118, 4751, 31230, 28840, 22995, 49628, 6854, 125083, 9425]",17,0.622,0.807,0.892,174.06,0.103,0.0,0.306,-6.752,0.408
Mamma Mia,ABBA,2017-12-31,39,0,"[13871, 31007, 9550, 24216, 32902, 41904, 18481, 58094, 70410, 28841, 10451, 9696, 9108, 7958, 10559, 56020, 26295, 59460, 8591, 9987, 8753]",21,0.749,0.748,0.827,137.547,0.295,0.000443,0.469,-7.011,0.0323
Maneater,Nelly Furtado,2021-01-29,75,0,"[1095, 1026, 15740, 5466, 1153, 5378, 1131, 6081, 1136, 18878, 1062, 6228, 7282, 1254, 6522, 1050, 5414, 4878, 6231, 1015, 17750]",21,0.796,0.777,0.787,132.722,0.0261,0.000358,0.121,-4.81,0.0397
Manjha,Vishal Mishra,2020-03-17,51,0,"[25552, 29383, 27928, 27017, 25745, 27902, 38043, 40352, 37742, 37013, 36654, 37747, 38959, 41999, 41444, 39493, 38684, 38856, 37939, 37083, 38499]",21,0.524,0.515,0.368,169.882,0.674,0.0,0.104,-7.478,0.0427
"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,2021-08-15,3,1,"[122716, 230712, 306677, 457538, 540424, 1224, 581045, 1154, 1177, 596224, 510330, 1346, 557840, 1275, 560643, 1318, 1238, 538937, 526753, 1371, 516946]",21,0.428,0.467,0.193,90.831,0.68,0.0,0.135,-4.904,0.0327
Maquiagem Não Disfarça - Ao Vivo,Henrique & Juliano,2017-07-10,168,0,"[44424, 47934, 46740, 46078, 46851, 40161, 39519, 38814]",8,0.584,0.827,0.454,174.108,0.22,0.0,0.863,-5.717,0.245
Mardy Bum,Arctic Monkeys,2018-04-13,59,0,"[54708, 66934, 59642, 52088, 52442, 47449, 42852, 47124, 44884, 50008, 49596, 53795, 46531, 43621, 44848, 44730, 44418, 51328, 45876, 41561, 5567]",21,0.634,0.599,0.312,112.215,0.0288,0.0,0.197,-5.447,0.0365
Maria,Hwa Sa,2020-06-30,5,1,"[7104, 16304, 35831, 1976, 15619, 19670, 10610, 6501, 6868, 12629, 23880, 18012, 18261, 35713, 7473, 2074, 19626, 6736, 26329, 2101, 14494]",21,0.658,0.749,0.442,128.909,0.238,2.03e-06,0.272,-2.967,0.0634
Marry Me,Thomas Rhett,2017-09-08,52,0,"[243742, 167499, 177306, 186320, 186248, 191340, 216014, 241473, 246723, 234158, 232427, 209447, 235952, 249631, 256968, 225933, 209758, 175657, 19458, 239856, 21010]",21,0.333,0.412,0.474,85.028,0.0977,0.0,0.113,-8.633,0.029
Martılar,EDIS,2021-03-26,1,1,"[153196, 221383, 247248, 315371, 327729, 329415, 332625, 378701, 335842, 316987, 382306, 410299, 432677, 382437, 407096, 335039, 327833, 412389, 367972, 373584, 371966]",21,0.84,0.611,0.898,122.997,0.0615,0.0,0.131,-6.904,0.0718
Mary On A Cross,Ghost,2019-09-13,74,0,"[13864, 28762, 9203, 6861, 8796, 7244, 6669, 6272, 8449]",9,0.466,0.9,0.561,130.02,0.000235,0.00104,0.103,-4.469,0.0447
Mask Off,Future,2017-02-17,2,1,"[45503, 820526, 1619, 18580, 5834, 43407, 590417, 585183, 5319, 1365, 796423, 52084, 45027, 660351, 1053, 4135, 478949, 503971, 13795, 1350, 5435]",21,0.833,0.434,0.281,150.062,0.0102,0.0219,0.165,-8.795,0.431
Master Of Puppets,Metallica,2019-06-08,14,0,"[6194, 20931, 10068, 7701, 2426, 1611, 1532, 1558]",8,0.543,0.836,0.56,105.173,0.000647,0.431,0.153,-9.11,0.0353
Master of Illusion,Battle Beast,2021-10-22,47,0,"[16613, 11246, 7514, 9152, 8774, 8134, 8740, 8650, 5546, 5677, 5415, 5445]",12,0.56,0.889,0.427,105.033,5.65e-05,0.000163,0.166,-6.673,0.0356
Maturidade (feat. Matheus & Kauan),Avine Vinny,2018-11-16,59,0,"[68431, 74187, 65109, 64664, 68647, 72850, 69583, 70794, 72644, 70540, 115415, 141682, 123161, 100502, 109011, 111872, 114711, 129875, 150623, 133489, 105161]",21,0.603,0.865,0.759,148.019,0.543,0.0,0.704,-3.866,0.0516
Me Beija Com Raiva,Jão,2018-08-17,78,0,"[100673, 66847, 63539, 57186, 64522, 67831, 67628, 72894, 73787, 71703, 75312, 104544, 104527, 89780, 105930, 108328, 101638, 105134, 114817, 110776, 93353]",21,0.621,0.677,0.483,150.027,0.271,0.0,0.102,-5.739,0.0669
Me Dediqué a Perderte,Alejandro Fernández,2017-01-01,61,0,"[34147, 28217, 29198, 30131, 30131, 29798, 25678, 29720, 30926, 33445, 33622, 34122, 32388, 26951, 30710, 32246, 31630, 32652, 31688, 27480, 30695]",21,0.578,0.471,0.54,147.611,0.498,1.49e-06,0.1,-8.182,0.0615
Me Gusta,DTF,2019-04-27,39,0,"[64127, 55854, 64051, 63979, 49337, 55517, 58511, 48602, 40565, 48197, 49630, 36678, 46723, 55137, 50081, 44500, 56469, 58911, 61219, 59683, 62893]",21,0.834,0.734,0.356,89.989,0.413,4.01e-05,0.113,-5.948,0.341
Me Hace Tanto Bien,Alejandro Fernández,2018-10-02,126,0,"[49351, 48217, 48784, 54680, 48414, 51239, 52236, 58048, 52003, 55934, 56448, 56439, 50130, 55997, 57274, 59098, 50089, 53233, 54327, 58530, 55327]",21,0.55,0.765,0.592,157.49,0.534,0.0,0.0791,-5.878,0.0417
Me Quedo (feat. Ana Mena),Nil Moliner,2021-07-23,85,0,"[88328, 56409, 49828, 59558, 60776, 59613, 60681, 64269, 51953, 45838, 56361, 51274, 56058, 56018, 57406, 53915, 49393, 59626, 55670, 54836, 58836]",21,0.728,0.874,0.963,91.027,0.295,0.0,0.415,-6.236,0.123
Me Quema,Paulina Rubio,2017-01-01,58,0,"[1380, 56222, 12178, 1215, 13384, 1357, 63342, 15941, 1249, 11745, 1516, 67383, 16285, 1059, 16830, 1574, 13427, 67029, 12333, 1636, 69434]",21,0.748,0.792,0.686,92.049,0.0618,0.0,0.0797,-3.817,0.118
Me Rehúso,Danny Ocean,2017-01-01,1,1,"[2114, 3406, 1903, 1672, 2175, 2091, 2889, 1086, 1284, 1666, 1987, 1124, 2920, 2036, 3624, 1641, 2240, 2132, 2460, 3223, 2192]",21,0.744,0.804,0.426,104.823,0.0231,0.0,0.0494,-6.327,0.0677
Me Sabe Mal,MARLENA,2021-09-21,117,0,"[37976, 37971, 42912, 43615, 45756, 40520, 37557, 40650, 40256, 32603, 39687, 45673, 46440, 47250, 50141, 46699, 39163, 46238, 49026, 48821, 50032]",21,0.604,0.569,0.556,99.313,0.11,0.0,0.14,-5.828,0.0378
Me and My Girlfriend,Sidhu Moose Wala,2021-06-07,20,0,"[81176, 100004, 81351, 77491, 77308, 70036, 61614, 67967, 62912, 60392, 56665, 53109, 49153, 44820, 50501, 50684, 46038, 43391, 42008, 39952]",20,0.698,0.799,0.746,79.204,0.0322,0.0,0.334,-4.774,0.282
Mecnun,Buray,2017-01-01,23,0,"[5514, 6383, 6288, 6454, 6724, 6842, 6207, 5963, 6128, 5897, 6189, 6201, 6424, 6242, 5900, 6325, 6284, 6235, 6241, 5953, 5530]",21,0.72,0.687,0.85,93.012,0.17,0.0,0.0794,-6.664,0.069
Mein Herz brennt,Rammstein,2017-05-19,45,0,"[1183, 2279, 1333, 1407, 1136, 1096, 1485, 1022, 9024, 10278, 7247, 8442, 7468, 6560, 6278]",15,0.501,0.76,0.138,83.046,0.00268,0.0616,0.152,-5.802,0.0343
Memories,Maroon 5,2019-09-20,1,1,"[49929, 17534, 78416, 42734, 9189, 38753, 1723, 45538, 5785, 1847, 1725, 17758, 3289, 56203, 8839, 11732, 7932, 1717, 88045, 835829, 4289]",21,0.775,0.327,0.595,91.05,0.841,0.0,0.0821,-7.241,0.0557
Memories (feat. Kid Cudi),David Guetta,2017-12-31,14,0,"[54322, 48330, 55637, 4882, 5106, 6619, 5557, 8077, 5897, 4758, 7523, 6231, 5509, 52944, 5612, 4581, 6250, 4827, 7324, 56274, 5353]",21,0.546,0.916,0.375,129.983,0.00144,4.34e-06,0.251,-3.932,0.255
Mer jul,Adolphson & Falk,2017-11-14,4,1,"[17612, 17572, 18179, 24192, 36979, 27850, 32205, 35379, 30645, 33665, 51469, 72748, 55632, 60532, 67460, 82545, 122766, 165286, 198424, 105189, 90320]",21,0.583,0.747,0.662,160.865,0.293,0.00656,0.659,-5.633,0.0834
Mercy,Badshah,2019-02-27,63,0,"[4107, 6616, 6822, 7439, 7727, 7861, 7855, 7783, 7532, 7273, 6994, 6423, 6756, 6510, 6663, 6743, 7447, 7507, 7052, 7255, 7456]",21,0.835,0.767,0.786,89.972,0.0716,0.000187,0.173,-5.181,0.0877
Mercy,Brett Young,2018-07-17,133,0,"[207076, 207015, 204677, 205838, 200428, 221997, 239099, 230420, 230210, 222801, 205379, 205585, 207263]",13,0.638,0.367,0.219,71.957,0.84,0.0,0.0999,-7.906,0.0266
Mercy,Duffy,2017-02-23,156,0,"[38594, 3207, 40547, 4197, 52588, 7897, 50829]",7,0.793,0.859,0.964,129.911,0.266,0.000356,0.133,-3.774,0.0332
Mercy,Shawn Mendes,2017-01-01,8,1,"[50681, 63697, 49434, 12149, 23737, 1082, 3993, 57388, 12126, 8285, 12930, 15472, 41971, 7744, 7220, 6701, 107965, 323626, 12925, 2346, 1025]",21,0.555,0.662,0.356,148.128,0.125,0.0,0.111,-4.952,0.0827
Mere Liye,Akhil Sachdeva,2021-08-20,55,0,"[41203, 41540, 41437, 42533, 41566, 42229, 43759, 47175, 50127, 49485, 53995, 56106, 77506, 74848, 72650, 72190, 76056, 79284, 80075, 76550, 70261]",21,0.363,0.662,0.301,178.213,0.573,0.0,0.35,-5.88,0.0377
Merivälimatka,Stam1na,2018-10-12,64,0,"[18862, 10929, 7357, 9796, 9205, 7298, 6882, 7057]",8,0.199,0.849,0.245,160.11,0.000627,0.00115,0.351,-5.17,0.0821
Merry Christmas Baby,Otis Redding,2017-12-22,40,0,"[26487, 33849, 5232, 8747, 54052, 66518, 5936, 29051, 5164, 158186, 9925, 95710, 110566, 6639, 15600, 120664, 10320, 40204, 121559, 9857, 143144]",21,0.71,0.291,0.856,101.517,0.35,0.0,0.128,-14.132,0.0338
Merry Christmas Everyone,Shakin' Stevens,2019-11-03,3,1,"[8308, 8628, 9161, 10105, 10047, 10989, 13451, 14725, 11993, 13486, 5491, 13963, 4718, 14696, 5046, 16889, 5453, 21436, 47062, 4932, 55844]",21,0.534,0.904,0.96,202.899,0.129,0.0,0.128,-3.315,0.0369
Mess Is Mine,Vance Joy,2017-01-02,102,0,"[1952, 2337, 1063, 3395, 2401, 2381, 2199, 14642, 2329, 2205, 16127, 12898, 14803, 15178, 2280, 2281, 13727, 2488, 15164, 2185, 1073]",21,0.595,0.723,0.272,108.043,0.047,0.0286,0.0995,-8.256,0.0349
Metropolio,Stam1na,2021-02-26,29,0,"[22718, 12302, 8209, 9513, 7740, 6396, 6050]",7,0.466,0.931,0.0711,112.976,4.43e-06,0.528,0.0853,-6.736,0.0382
"Metsästäjä, I Metsästäjä",Stam1na,2018-10-12,45,0,"[23392, 14301, 9510, 12032, 11526, 9325, 9043, 9268, 6313, 5952]",10,0.36,0.987,0.469,149.949,0.000117,2.8e-05,0.428,-4.375,0.0829
"Metsästäjä, II Ero",Stam1na,2018-10-12,59,0,"[20894, 11783, 7954, 10502, 9946, 7991, 7611, 7695]",8,0.44,0.555,0.042,147.924,0.123,0.342,0.113,-8.576,0.0359
"Metsästäjä, III Ylösalainen",Stam1na,2018-10-12,62,0,"[19691, 11203, 7776, 10115, 9544, 7778, 7363, 7441]",8,0.585,0.555,0.0757,125.052,0.0366,0.000618,0.0595,-7.005,0.0293
Meu Violão E O Nosso Cachorro - Ao Vivo,Simone & Simaria,2017-01-01,110,0,"[40633, 27857, 28735, 27824, 28586, 41259, 51087, 43202, 41267, 41659, 43667, 42664, 44634, 51015, 41244, 39427, 41076, 41289, 40579, 42800, 47542]",21,0.651,0.766,0.686,134.172,0.57,0.0,0.629,-1.833,0.0818
Mi Bendición,Juan Luis Guerra 4.40,2018-12-01,154,0,"[1315, 1234, 1711, 2112, 1804, 1608, 1624, 1729, 2165, 2124, 1561, 1525, 1915, 1801, 1902]",15,0.826,0.44,0.803,124.76,0.781,0.0,0.107,-6.895,0.0338
Mi Héroe,Antonio Orozco,2017-05-06,136,0,"[20363, 18159, 21008, 20331, 18306, 17409, 16209]",7,0.491,0.673,0.231,100.533,0.373,0.0,0.0675,-7.408,0.0377
Mi Nuevo Vicio,Morat,2017-11-19,80,0,"[1922, 1859, 2055, 2059, 1865, 1494, 1500, 1001, 1530, 1910, 1618, 1698, 1548, 1762, 2550, 2410, 2056, 1728, 1298, 1205, 1444]",21,0.665,0.804,0.888,143.955,0.275,0.0,0.182,-4.908,0.0344
Midnight (feat. Liam Payne),Alesso,2020-04-10,37,0,"[5056, 8785, 72407, 729095, 3072, 1013, 21597, 1751, 61688, 6596, 7602, 224303, 43226, 17198, 5404, 6254, 2422, 2047, 13405, 32131, 5053]",21,0.587,0.648,0.281,144.028,0.0561,0.0,0.115,-6.927,0.0439
Midnight City,M83,2017-08-24,84,0,"[20369, 5151, 63022, 2479, 27175, 16453, 6343, 5350, 10162, 57064, 257703, 37431, 5341, 31710, 237237, 38643, 34861, 50923, 6197, 63043, 342998]",21,0.507,0.729,0.272,105.013,0.0182,1.4e-06,0.0658,-5.399,0.0393
Migration,Bonobo,2017-01-13,51,0,"[5458, 4827, 4436, 4085, 2007, 1264, 15155, 10592, 2763, 2733, 2472, 5418, 48243, 5242, 4454, 4217]",16,0.561,0.565,0.0392,122.072,0.763,0.948,0.166,-12.374,0.0373
Mikrokosmos,BTS,2019-04-12,2,1,"[66483, 2242, 2906, 53012, 120178, 35395, 10309, 2306, 16031, 3651, 5744, 35876, 42832, 11787, 28554, 8434, 37685, 2812, 2678, 44531, 28817]",21,0.579,0.858,0.475,174.043,0.125,0.0,0.0502,-5.212,0.114
Mil Horas,La Sonora Dinamita,2017-12-25,50,0,"[1488, 1348, 1805, 1681, 2048, 1968, 4135, 6393, 5680, 2811, 6702, 5806]",12,0.803,0.817,0.777,100.499,0.576,7.69e-05,0.0713,-3.766,0.0344
Mil Horas,Los Abuelos De La Nada,2017-04-25,46,0,"[12364, 11123, 11684, 11513, 11845, 11040, 11846, 11587, 11398, 11241, 11657, 11784, 12475, 12437, 12373, 12547, 13093, 13720, 13265, 13562, 13990]",21,0.706,0.474,0.545,99.776,0.242,0.0,0.0789,-8.55,0.0598
Mil Tequilas,Chema Rivas,2020-03-01,2,1,"[33253, 38733, 38175, 40585, 42336, 47748, 47495, 43355, 51048, 59796, 61390, 56110, 53353, 52688, 51059, 54272, 56461, 59704, 60594, 58798, 57611]",21,0.673,0.772,0.287,100.213,0.224,0.0,0.0957,-3.937,0.127
